match_id,id,index,period,timestamp,minute,second,type,team,player,possession,possession_team,x,y
3879542,329b62a2-5cfa-4e56-a1a5-152ca515a0db,1,1,00:00:00.000,0,0,Starting XI,Inter Milan,nan,1,Inter Milan,,
3879542,666ad143-026a-4d52-8db0-dd30eb465a95,2,1,00:00:00.000,0,0,Starting XI,Hellas Verona,nan,1,Inter Milan,,
3879542,254700d7-2fbe-4fdc-a5ad-cf4bb3071ac6,3,1,00:00:00.000,0,0,Half Start,Inter Milan,nan,1,Inter Milan,,
3879542,6b7da9b9-b3d6-459e-86cf-50af969a8415,4,1,00:00:00.000,0,0,Half Start,Hellas Verona,nan,1,Inter Milan,,
3879542,b675343e-e291-4fb2-84b2-0444e49fcc0f,1721,2,00:00:00.000,45,0,Half Start,Inter Milan,nan,88,Inter Milan,,
3879542,b852ff29-8f79-4c53-89db-468d4a54c6a9,1722,2,00:00:00.000,45,0,Half Start,Hellas Verona,nan,88,Inter Milan,,
3879542,5f1bb39a-df92-4269-b12b-b9496092fc17,5,1,00:00:00.786,0,0,Pass,Inter Milan,Mauro Emanuel Icardi Rivero,2,Inter Milan,61.0,40.1
3879542,eb30df7b-4ee0-46de-beab-b98f119d1ed3,8,1,00:00:04.379,0,4,Pass,Inter Milan,Felipe Melo de Carvalho,2,Inter Milan,44.1,41.7
3879542,dba0e692-dd99-4fd9-a4f8-b010061bffcf,11,1,00:00:06.247,0,6,Pass,Inter Milan,Geoffrey Kondogbia,2,Inter Milan,43.9,24.6
3879542,787107d6-e128-4f99-9583-3cb140e97235,14,1,00:00:11.432,0,11,Pass,Inter Milan,Alex Nicolao Telles,2,Inter Milan,55.9,6.6
3879542,9231a474-ae13-47d9-82ba-b8c7f1af25ae,17,1,00:00:14.915,0,14,Pass,Inter Milan,Gary Alexis Medel Soto,2,Inter Milan,40.0,26.7
3879542,478185c0-fb5a-4ad5-9324-073ea01e4376,20,1,00:00:22.378,0,22,Pass,Inter Milan,Davide Santon,2,Inter Milan,67.6,71.4
3879542,d47b3fb7-01b5-4637-bd7c-c330cdeb15ed,23,1,00:00:23.301,0,23,Pass,Inter Milan,Mauro Emanuel Icardi Rivero,2,Inter Milan,74.7,60.3
3879542,4f78e138-d12e-4b79-8441-bac7426e0a4f,27,1,00:00:24.790,0,24,Pass,Hellas Verona,Jacopo Sala,3,Hellas Verona,45.4,29.0
3879542,8557b1a4-9aee-4d5d-8f28-e27c34c02332,31,1,00:00:25.817,0,25,Pass,Hellas Verona,Federico Viviani,3,Hellas Verona,39.8,27.7
3879542,e211f1b5-5568-45d0-8179-3084e465822c,35,1,00:00:28.606,0,28,Pass,Hellas Verona,Matteo Bianchetti,3,Hellas Verona,27.7,44.4
3879542,e004133c-c07b-4064-bfc5-9c7a6ab18b9b,39,1,00:00:31.915,0,31,Pass,Hellas Verona,Rafael de Andrade Bittencourt Pinheiro,3,Hellas Verona,4.6,35.0
3879542,a2c5e99a-a36f-4f7a-830d-c995f7325f7f,41,1,00:00:35.094,0,35,Pass,Hellas Verona,Michelangelo Albertazzi,3,Hellas Verona,43.7,4.2
3879542,91104edf-d061-488c-9516-73f62bd81fdd,43,1,00:00:36.716,0,36,Pass,Hellas Verona,Juan Ignacio Gómez Taleb,3,Hellas Verona,59.1,8.9
3879542,509ee216-acba-4004-a5a8-fe382c158d72,46,1,00:00:37.680,0,37,Pass,Hellas Verona,Leandro Greco,3,Hellas Verona,52.5,12.6
