match_id,id,index,period,timestamp,minute,second,type,team,player,possession,possession_team,x,y
3879590,ffdc468f-4779-4e7a-b83c-1f7374e70611,1,1,00:00:00.000,0,0,Starting XI,Torino,nan,1,Torino,,
3879590,aea9951f-662f-4489-adbe-9a1d1ee21d87,2,1,00:00:00.000,0,0,Starting XI,Genoa,nan,1,Torino,,
3879590,3aeeec82-12c7-4a9c-9dde-cbbc619c0170,3,1,00:00:00.000,0,0,Half Start,Genoa,nan,1,Torino,,
3879590,836927be-0d26-4e0f-81cc-91a3ae1547ae,4,1,00:00:00.000,0,0,Half Start,Torino,nan,1,Torino,,
3879590,b318f2a3-4e0b-455e-a508-da0d15f063c0,1712,2,00:00:00.000,45,0,Half Start,Torino,nan,91,Torino,,
3879590,644f1f71-a6ac-4aa1-b5ba-cd646e6867e0,1713,2,00:00:00.000,45,0,Half Start,Genoa,nan,91,Torino,,
3879590,a6e49514-5470-432a-a8f7-e33382c0b7c4,5,1,00:00:00.451,0,0,Pass,Torino,Maximiliano Gastón López,2,Torino,60.0,40.0
3879590,d35863e5-7a9f-425c-b9ff-8fc850e3763e,7,1,00:00:01.024,0,1,Pass,Torino,Andrea Belotti,2,Torino,60.7,40.4
3879590,918108a0-eae9-4168-bdd1-f52b4e884f0b,10,1,00:00:02.989,0,2,Pass,Torino,Giuseppe Vives,2,Torino,42.3,41.3
3879590,f8707a7f-1aba-443c-8328-5eadf77cacf2,13,1,00:00:04.432,0,4,Pass,Torino,Cesare Bovo,2,Torino,36.6,60.1
3879590,c11a71af-8bd4-44f4-b08d-3b4651b302d9,16,1,00:00:07.591,0,7,Pass,Torino,Kamil Glik,2,Torino,16.4,39.5
3879590,d5eda7f1-fc76-4c50-b1f2-99068566261c,19,1,00:00:09.620,0,9,Pass,Torino,Emiliano Moretti,2,Torino,20.3,14.0
3879590,95622f0f-500d-4b88-8b72-f86716576a3a,23,1,00:00:15.597,0,15,Pass,Torino,Cristian Molinaro,2,Torino,24.3,18.7
3879590,957b8da3-b19d-48b7-8b9a-ce36b9e4f411,25,1,00:00:18.194,0,18,Pass,Torino,Daniele Padelli,2,Torino,6.7,41.5
3879590,4079f27b-1111-4107-874c-69ac5590f48b,28,1,00:00:19.917,0,19,Pass,Torino,Cesare Bovo,2,Torino,11.4,63.3
3879590,a0fc46ed-6de6-4410-95af-456036dad86a,37,1,00:00:24.933,0,24,Pass,Torino,Afriyie Acquah,2,Torino,40.0,77.4
3879590,4f39db82-2f4f-4002-b5ad-ebb64f92a942,39,1,00:00:32.366,0,32,Pass,Genoa,Diego Sebastián Laxalt Suárez,3,Genoa,62.8,0.1
3879590,721d379d-a6da-40e3-81bb-f5d19c9c2ed7,42,1,00:00:35.809,0,35,Pass,Genoa,Cristian Daniel Ansaldi,3,Genoa,44.8,7.9
3879590,8cc58605-9b48-4264-a22c-83d68af5433e,45,1,00:00:39.198,0,39,Pass,Genoa,Ezequiel Muñoz,3,Genoa,32.7,34.3
3879590,657ed473-3303-44be-a476-15cfc314318c,48,1,00:00:44.454,0,44,Pass,Genoa,Armando Izzo,3,Genoa,46.4,62.5
3879590,10e1e995-f69e-49cd-8713-0bb178708b9b,51,1,00:00:47.991,0,47,Pass,Genoa,Ezequiel Muñoz,3,Genoa,51.6,40.6
3879590,534a2733-a476-4e96-984a-d4864211c829,54,1,00:00:50.471,0,50,Pass,Genoa,Cristian Daniel Ansaldi,3,Genoa,54.1,12.2
3879590,07dbc0c8-d289-48fd-ae68-d76928d4b118,57,1,00:00:52.067,0,52,Pass,Genoa,Diego Sebastián Laxalt Suárez,3,Genoa,60.7,3.3
3879590,eda59a7b-dacd-4e92-8011-3efa14e9102c,60,1,00:00:54.137,0,54,Pass,Genoa,Cristian Daniel Ansaldi,3,Genoa,48.6,17.2
3879590,041b280b-e136-4336-8806-4ba8f485ec63,62,1,00:00:56.435,0,56,Pass,Torino,Giuseppe Vives,3,Genoa,36.7,59.0
3879590,33436732-8812-45fa-9c6f-3b29fdb67470,66,1,00:01:01.265,1,1,Pass,Genoa,Diego Sebastián Laxalt Suárez,3,Genoa,48.4,21.6
3879590,29cca677-a0c2-43b2-a2b1-d18df57b02b0,69,1,00:01:04.009,1,4,Pass,Genoa,Ezequiel Muñoz,3,Genoa,38.0,30.5
3879590,44b19c66-a515-4faf-9f01-ab29eaf26259,72,1,00:01:06.608,1,6,Pass,Genoa,Armando Izzo,3,Genoa,44.4,60.3
3879590,85993151-4ae7-425c-bed5-d21636056c1d,80,1,00:01:15.870,1,15,Pass,Torino,Marco Benassi,3,Genoa,80.8,24.8
3879590,8c5f81c8-90ef-4b9e-bf66-218ae51b5cf4,83,1,00:01:17.866,1,17,Pass,Torino,Maximiliano Gastón López,3,Genoa,82.6,35.6
3879590,1ac84e8b-97c7-4e6b-b390-48d0462cdeca,85,1,00:01:19.706,1,19,Pass,Genoa,Diogo José Rosário Gomes Figueiras,3,Genoa,24.3,71.4
3879590,0cb4b11d-c098-42a7-8e5d-d720d33e3834,88,1,00:01:26.362,1,26,Pass,Genoa,Jules Olivier Ntcham,3,Genoa,75.2,71.2
3879590,ddb57f4a-c27e-45b1-aa33-f1e657cfb1f8,93,1,00:01:29.983,1,29,Pass,Torino,Cesare Bovo,3,Genoa,37.8,42.8
3879590,8edc214d-977d-4bc2-ac04-95db7c1e6068,96,1,00:01:35.476,1,35,Pass,Torino,Andrea Belotti,3,Genoa,108.1,60.3
3879590,ff087a5a-1a17-48ac-9af5-c10414a20816,100,1,00:01:40.675,1,40,Pass,Genoa,Diogo José Rosário Gomes Figueiras,3,Genoa,28.2,62.0
3879590,4f2122d6-b682-4a23-bf25-e1671820400b,103,1,00:01:43.491,1,43,Pass,Genoa,Tomás Eduardo Rincón Hernández,3,Genoa,37.0,56.4
3879590,30d593a2-dd7f-4a95-a5a0-4e26364fb989,106,1,00:01:51.392,1,51,Pass,Genoa,Alberto Facundo Costa,3,Genoa,62.7,44.3
3879590,64a4636a-c0bc-4c6a-b167-73a811ce13dc,109,1,00:01:55.391,1,55,Pass,Genoa,Diogo José Rosário Gomes Figueiras,3,Genoa,67.1,75.0
3879590,d4958ecb-19f2-42d6-b661-9ec6b0b4a927,112,1,00:01:56.480,1,56,Pass,Genoa,Tomás Eduardo Rincón Hernández,3,Genoa,62.7,69.3
3879590,1bcabd37-b536-4b9c-8ab0-01d6fdf992e6,115,1,00:01:57.285,1,57,Pass,Genoa,Diogo José Rosário Gomes Figueiras,3,Genoa,62.7,74.8
3879590,718b177b-8089-4a19-b715-092a447cfab3,118,1,00:02:00.759,2,0,Pass,Genoa,Armando Izzo,3,Genoa,42.0,61.4
3879590,6cbebba8-9177-4285-b66c-b49b14208633,121,1,00:02:05.177,2,5,Pass,Genoa,Ezequiel Muñoz,3,Genoa,55.0,34.1
3879590,bf8d4ec9-bcd6-4992-acde-cd61c676e5b6,124,1,00:02:07.858,2,7,Pass,Genoa,Cristian Daniel Ansaldi,3,Genoa,59.4,7.2
3879590,a63a5dea-ad10-4825-aece-066415b836da,127,1,00:02:15.938,2,15,Pass,Genoa,Diego Sebastián Laxalt Suárez,4,Genoa,62.0,0.1
3879590,a39930a8-4bb6-4018-aff1-a0ad6daa2b2c,130,1,00:02:19.089,2,19,Pass,Genoa,Cristian Daniel Ansaldi,4,Genoa,45.5,7.3
3879590,50abd7d4-524e-443d-adf9-4ae37ecd5c77,133,1,00:02:22.943,2,22,Pass,Genoa,Ezequiel Muñoz,4,Genoa,50.4,39.5
3879590,d0c60265-ef59-47ac-9a24-8903a4595489,136,1,00:02:26.374,2,26,Pass,Genoa,Armando Izzo,4,Genoa,62.5,65.2
3879590,984a3a87-8134-4574-b4ed-fc08fa1097ad,138,1,00:02:27.479,2,27,Pass,Torino,Cristian Molinaro,5,Torino,44.9,8.2
3879590,5f8aae10-963e-4979-a75e-2aa36957776e,141,1,00:02:29.145,2,29,Pass,Torino,Marco Benassi,5,Torino,54.2,10.1
3879590,4b5307c9-cdc1-436b-ab06-f7979200eb47,143,1,00:02:29.698,2,29,Pass,Torino,Cristian Molinaro,5,Torino,50.5,6.7
3879590,93c75cef-17c5-4488-be6e-6d74ff9f0731,147,1,00:02:32.828,2,32,Pass,Torino,Maximiliano Gastón López,5,Torino,51.6,23.7
3879590,ed14e4f2-e9a0-42d8-b865-3680a8c19c00,153,1,00:02:40.240,2,40,Pass,Torino,Andrea Belotti,5,Torino,114.0,20.8
